cowcode,iso3166,country_ID,country_name,abbr_country,year,n_instdepth,n_policy,n_fiscauto,n_borrowauto,n_rep,n_lawmaking,n_execcon,n_fisccon,n_borrowcon,n_constit,n_selfrule,n_sharedrule,n_RAI,COMPONENTS,n_rep,n_assembly,n_executive,n_lawmaking,n_law_a,n_law_b,n_law_c,n_law_d,n_law_e,n_law_f
840,608,82,Philippines,PHL,1996,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,1997,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,1998,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,1999,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2000,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2001,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2002,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2003,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2004,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2005,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2006,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2007,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2008,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2009,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,608,82,Philippines,PHL,2010,2.1,2.1,1.0,2.1,4.1,0.0,0.0,0.0,0.0,0.1,11.4,0.1,11.5,,4.1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1955,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1956,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1957,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1958,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1959,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1960,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1961,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1962,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1963,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1964,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1965,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1966,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1967,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1968,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1969,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1970,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1971,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1972,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1973,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1974,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1975,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1976,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1977,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1978,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1979,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1980,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1981,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1982,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1983,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1984,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1985,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1986,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1987,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1988,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1989,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1990,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1991,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1992,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1993,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1994,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1995,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1996,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1997,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1998,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,1999,1.1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3.4,0.0,3.4,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2000,1.1,1.1,1.0,0.0,2.3,0.0,0.1,0.0,0.0,0.0,5.6,0.1,5.7,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2001,1.1,1.1,1.0,1.0,2.3,0.0,0.1,0.0,0.0,0.0,6.6,0.1,6.7,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2002,1.1,1.1,1.0,1.0,2.3,0.0,0.1,0.0,0.0,0.0,6.6,0.1,6.7,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2003,1.1,1.1,1.0,1.0,2.3,0.0,0.1,0.0,0.0,0.0,6.6,0.1,6.7,,2.3,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2004,2.0,2.0,1.0,1.0,3.1,0.0,0.1,0.0,0.0,0.0,9.1,0.1,9.3,,3.1,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2005,2.0,2.0,1.0,1.0,3.1,0.0,0.1,0.0,0.0,0.0,9.1,0.1,9.3,,3.1,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2006,2.0,2.0,1.0,1.0,3.1,0.0,0.0,0.0,0.0,0.0,9.1,0.0,9.1,,3.1,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2007,2.0,2.0,1.0,1.0,3.1,0.0,0.0,0.0,0.0,0.0,9.1,0.0,9.1,,3.1,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,764,83,Thailand,THA,2008,2.0,2.0,1.0,1.0,3.1,1.0,0.1,0.0,0.0,0.0,9.1,1.1,10.3,,3.1,2.0,1.1,1.0,0.5,0.0,0.5,0.0,0.0,0.0
800,764,83,Thailand,THA,2009,2.0,2.0,1.0,1.0,3.1,1.0,0.1,0.0,0.0,0.0,9.1,1.1,10.3,,3.1,2.0,1.1,1.0,0.5,0.0,0.5,0.0,0.0,0.0
800,764,83,Thailand,THA,2010,2.0,2.0,1.0,1.0,3.1,1.0,0.1,0.0,0.0,0.0,9.1,1.1,10.3,,3.1,2.0,1.1,1.0,0.5,0.0,0.5,0.0,0.0,0.0
732,410,84,South Korea,KOR,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1952,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1953,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1954,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1955,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1956,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1957,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1958,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1959,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1960,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1970,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1980,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1991,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1992,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1993,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1994,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1995,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1996,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1997,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,410,84,South Korea,KOR,1998,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
